0.39,2.78,7.11,-8.07
1.65,6.7,2.42,12.24
5.67,6.38,3.79,23.96
2.31,6.27,4.8,4.29
3.67,6.67,2.38,16.37
3.64,3.14,2.38,12.44
7.0,3.85,8.39,13.45
8.9,1.44,3.99,24.24
4.11,6.75,4.87,11.23
5.44,4.57,3.15,25.81
3.27,5.41,2.52,13.09
2.68,2.14,5.75,0.63
1.7,3.19,2.4,3.22
1.25,5.44,2.54,3.32
1.06,4.38,4.78,-0.02
1.55,7.69,2.33,17.48
6.11,-0.74,4.08,24.16
3.47,4.41,5.34,5.34
4.99,2.43,0.79,21.84
1.39,4.5,-0.3,11.88
-0.13,1.47,4.46,-9.81
2.37,7.91,6.81,-0.73
4.06,2.13,10.66,-14.45
7.07,3.06,-3.01,38.51
6.11,2.1,5.01,13.19
3.73,7.12,5.96,4.87
1.57,7.46,1.42,12.97
2.4,6.25,4.31,10.54
3.99,-0.73,3.06,12.1
-1.25,-0.66,2.02,-8.85
6.4,5.24,1.32,20.09
1.55,0.69,8.3,-1.62
4.2,2.81,3.41,18.34
3.4,-0.26,4.58,4.27
2.83,6.96,6.55,6.18
6.19,5.66,6.65,15.18
8.63,5.57,2.89,21.99
-0.99,10.22,3.76,2.3
3.74,1.03,7.55,-4.97
4.16,5.16,2.91,14.8
6.38,4.41,2.3,16.98
8.57,4.82,2.22,25.45
2.98,5.5,6.58,5.2
3.54,6.2,10.25,2.59
1.94,0.24,8.3,-15.88
6.44,5.56,4.54,14.11
0.74,3.22,3.95,-7.09
1.58,6.17,4.59,-0.66
6.9,8.74,2.26,31.61
8.35,-0.47,5.26,9.73
4.25,6.99,0.17,31.02
2.16,9.48,3.51,5.52
4.24,3.97,3.98,13.76
2.27,1.89,6.3,-2.35
5.36,2.2,5.77,7.09
6.1,1.06,2.75,21.48
4.14,6.55,0.51,14.7
0.93,4.92,4.74,0.27
3.04,5.59,-0.36,23.08
2.92,3.9,5.82,1.34
2.03,0.99,4.14,-4.34
4.87,5.71,3.18,25.99
5.97,3.47,-1.3,30.4
2.68,2.6,9.23,-5.55
2.18,-0.24,3.58,1.66
3.92,2.7,5.26,6.03
6.79,3.8,2.45,19.54
0.01,0.09,6.46,-10.77
3.36,2.83,7.71,-6.62
0.68,2.73,10.92,-22.0
3.97,4.22,2.86,14.39
4.9,6.64,2.41,24.69
5.36,1.94,5.75,11.13
-0.02,6.04,3.09,0.63
9.16,5.44,4.08,31.17
6.42,3.32,6.94,21.27
4.6,3.45,0.7,18.45
-0.02,3.6,4.83,-4.53
0.2,-1.14,-0.98,7.98
3.16,4.6,6.76,1.58
4.49,7.94,7.02,7.0
2.08,4.22,5.14,1.14
2.56,3.96,0.32,13.76
4.13,7.26,2.44,22.71
2.03,7.73,0.54,11.92
0.48,3.29,2.98,5.95
10.34,3.05,4.99,29.93
-0.94,3.65,7.33,-10.3
4.19,4.71,0.64,17.42
2.12,7.27,5.69,-1.8
7.03,3.61,4.35,19.1
1.7,3.38,5.24,2.62
9.45,0.02,1.34,32.73
3.31,10.37,2.73,20.11
5.75,7.38,5.14,16.77
0.61,2.02,5.99,-7.69
3.93,0.47,5.94,-1.34
4.69,11.66,4.36,27.02
4.15,4.66,1.58,15.19
4.97,5.23,4.78,13.72
0.9,4.92,2.71,4.27
4.72,5.43,5.85,10.08
0.73,4.07,4.57,-3.04
1.81,4.43,-0.89,20.48
3.32,-0.82,5.18,-3.7
3.73,5.49,4.96,10.46
3.76,5.99,7.91,0.59
3.93,8.03,4.27,17.17
0.99,5.35,0.53,12.65
5.02,5.16,7.13,8.84
3.54,4.03,4.33,13.9
2.38,2.65,1.97,10.02
8.72,6.22,7.19,21.55
5.26,5.93,2.95,21.76
8.74,4.15,5.2,16.61
5.23,2.86,3.5,16.86
5.21,8.44,5.39,10.18
7.91,2.78,5.22,22.53
6.32,7.75,4.63,23.39
7.29,9.26,5.79,20.71
2.25,4.32,5.09,-6.89
3.47,6.72,2.61,10.54
1.9,3.59,0.46,6.02
4.44,6.06,4.63,7.61
5.55,1.46,5.97,2.02
1.05,7.7,8.45,-5.73
5.62,1.91,6.61,9.5
4.63,0.95,3.31,19.18
3.48,7.47,1.12,29.23
5.34,3.22,1.5,24.54
3.74,5.45,3.36,20.9
2.36,2.71,4.53,12.66
3.53,6.16,4.5,7.33
2.77,5.99,3.72,17.42
-1.94,1.01,5.63,-28.91
1.92,1.67,4.44,-3.38
4.34,2.82,3.87,16.87
2.82,4.68,3.01,12.53
2.5,7.05,1.71,22.1
1.58,1.08,3.44,1.25
4.39,-0.18,2.6,12.84
3.9,4.19,3.19,8.7
4.53,3.99,3.95,17.93
4.74,1.39,2.32,14.74
5.76,1.56,3.77,17.01
2.74,-0.03,5.58,-5.7
5.47,2.1,7.62,-0.14
5.92,6.29,5.2,17.89
1.9,6.96,3.08,-6.28
1.44,7.73,2.83,11.46
6.58,0.62,5.27,15.42
6.22,2.89,6.18,9.06
0.99,5.13,1.37,7.56
1.16,5.95,5.47,-5.79
1.54,8.09,6.35,-5.62
5.7,2.19,3.96,18.3
3.3,1.97,2.04,23.8
4.42,3.93,7.84,10.56
6.92,-1.61,-0.57,25.49
3.49,5.25,-1.44,25.57
3.46,6.83,4.85,8.44
6.86,4.76,5.16,17.84
1.16,2.87,3.77,7.0
4.82,9.67,3.43,18.51
-3.85,3.63,2.81,-9.33
4.28,4.7,2.09,12.37
8.42,4.46,0.82,36.02
6.04,8.52,5.06,27.92
5.53,5.49,5.74,11.65
2.07,3.48,3.91,4.22
2.22,2.38,4.81,-2.43
10.95,2.28,7.49,28.65
6.16,5.11,2.56,25.77
9.12,-0.9,5.06,14.29
3.86,2.82,5.24,7.45
6.79,6.74,5.18,24.83
1.96,5.04,1.85,8.56
3.85,7.35,1.75,24.23
2.59,2.22,2.5,8.27
0.97,4.42,4.3,0.86
6.6,5.37,1.56,27.48
-0.18,3.38,6.22,-10.49
2.29,1.48,4.64,2.2
5.0,4.9,3.19,17.72
0.63,3.76,7.37,-7.9
3.04,7.07,1.56,19.68
5.43,4.01,8.29,-0.72
5.06,3.13,4.54,14.05
-1.24,5.65,3.56,-5.08
9.5,3.73,1.28,30.8
2.78,7.42,0.45,19.39
5.56,0.65,2.51,17.55
6.36,10.0,2.99,27.53
0.3,-0.18,4.6,-10.87
0.57,4.24,3.33,1.64
5.6,1.52,2.73,15.78
4.3,-0.67,4.23,9.5
6.45,6.16,2.57,20.57
2.34,1.03,8.44,-5.11
4.93,2.79,3.44,8.97
8.77,3.21,4.02,28.51
4.15,1.81,3.75,12.92
2.81,8.38,3.85,13.83
2.7,0.86,2.82,6.58
5.97,5.09,3.53,24.96
4.52,5.59,5.54,9.5
4.43,3.28,-3.3,30.97
-0.43,6.94,3.93,-1.69
4.86,5.36,3.82,13.64
3.2,3.32,0.54,17.46
5.3,6.63,1.47,20.8
5.49,-0.83,0.33,19.28
5.01,6.2,1.15,27.32
6.29,-0.8,3.76,17.27
4.57,5.31,5.38,11.32
4.59,8.47,3.72,33.07
3.83,-1.29,7.56,-8.68
4.7,3.19,0.12,17.74
9.8,3.7,4.75,23.47
3.6,3.52,8.02,-0.9
2.55,6.9,9.28,-5.51
2.98,9.8,1.97,15.4
3.68,6.0,4.18,13.16
1.89,5.92,3.62,12.31
0.46,6.99,3.18,-0.23
2.05,-0.33,6.26,-14.05
2.4,4.17,8.07,-1.81
6.64,8.17,7.55,15.68
7.94,7.22,1.57,32.34
-1.69,5.93,6.12,-11.49
2.27,4.87,10.12,-15.61
4.85,6.08,3.87,10.18
8.02,1.48,2.3,23.28
6.57,3.68,8.45,8.77
7.7,0.13,3.08,18.28
4.65,0.29,8.96,-6.07
1.04,4.48,2.88,2.14
5.34,8.57,3.77,16.7
3.21,5.5,0.87,15.3
6.91,0.59,0.92,23.96
1.64,3.11,6.72,-9.7
5.7,2.72,5.86,14.34
2.83,4.78,-0.69,22.64
-0.27,4.36,3.07,-6.81
1.98,5.97,5.42,-4.05
3.18,4.83,3.99,4.2
1.93,6.79,7.97,-2.16
7.14,8.29,-1.64,45.98
3.62,1.17,5.59,1.73
3.68,5.38,5.31,13.45
3.7,4.64,4.86,1.17
0.92,1.73,0.96,5.91
2.72,5.1,9.56,-5.5
5.71,9.28,6.83,14.23
9.39,4.57,5.61,28.41
3.04,2.19,1.88,10.34
6.49,3.55,3.63,20.21
3.3,0.13,4.15,8.65
0.37,8.29,4.67,-7.22
4.94,2.56,2.94,25.6
-1.47,4.16,0.07,-0.67
3.09,1.9,4.69,13.1
5.43,4.13,-1.08,26.39
1.9,1.66,4.78,0.64
4.21,2.74,5.63,0.54
3.88,-0.37,5.92,-4.73
-0.78,5.08,0.41,1.21
-0.13,-0.96,2.53,-2.66
3.19,2.84,8.41,0.77
6.29,1.66,4.76,12.23
4.88,6.38,3.07,32.11
