1.65,1.91
2.77,4.98
5.82,2.56
7.24,5.24
-0.3,4.06
1.13,2.0
2.83,5.31
5.62,2.19
6.76,5.87
0.61,3.95
2.55,1.8
3.21,4.9
6.07,3.1
7.18,5.48
-0.04,3.84
2.53,1.33
3.93,5.03
5.22,2.66
7.88,5.37
-0.79,3.77
2.03,1.87
3.82,6.21
6.97,0.65
6.78,4.9
0.5,3.3
2.04,3.62
3.8,4.66
5.55,3.17
7.66,5.05
-0.14,4.09
0.86,2.38
3.03,5.18
6.1,2.26
7.36,6.59
-0.01,3.48
2.29,1.95
2.7,4.85
5.98,1.64
6.15,5.38
-0.4,3.68
1.1,2.03
3.27,4.1
6.04,1.24
7.73,5.35
-0.04,3.54
1.74,2.02
3.13,5.21
5.2,2.32
7.58,4.13
-0.03,3.82
3.69,1.57
3.46,6.57
5.93,1.37
7.39,5.6
0.58,3.68
2.66,2.32
2.44,4.84
6.25,2.59
7.62,6.08
-0.15,3.35
1.19,2.52
2.63,3.22
6.29,1.48
6.05,4.92
0.3,3.79
0.76,1.54
2.81,4.39
5.79,2.15
7.09,4.78
0.05,3.98
2.63,2.05
3.69,5.93
5.81,1.96
7.85,4.95
0.16,4.05
1.8,2.55
3.17,5.77
6.25,1.78
7.41,5.86
-0.57,3.68
3.18,2.74
3.38,5.19
6.59,0.86
6.1,5.98
-0.03,3.7
1.4,2.02
2.99,4.64
6.11,3.22
7.47,4.85
-0.67,4.32
1.45,1.92
3.5,5.85
5.66,2.04
6.3,5.38
-0.27,4.38
1.85,2.64
2.13,5.57
5.98,1.68
5.49,4.85
0.07,4.2
2.29,2.19
2.71,4.32
5.8,1.08
7.1,5.72
0.11,3.47
1.59,1.72
3.36,4.72
5.94,2.79
6.93,6.25
-0.5,4.07
2.24,2.95
2.51,4.96
5.65,2.35
6.74,5.03
-0.41,2.6
2.56,2.3
4.04,5.32
5.5,1.94
7.53,5.63
0.05,4.02
1.31,2.77
3.06,4.92
6.08,1.58
6.73,5.73
0.23,3.64
1.83,1.27
3.65,4.65
6.25,1.63
7.03,4.91
0.38,3.65
1.32,1.73
3.62,6.01
6.78,1.93
7.96,6.12
-0.61,3.86
2.7,1.28
2.41,4.81
6.47,1.71
7.16,5.48
0.04,3.09
2.71,2.58
1.86,5.28
5.3,1.55
6.96,5.33
1.49,3.89
1.98,2.27
3.27,4.54
6.51,1.8
6.02,5.68
0.38,4.06
0.48,2.02
2.79,5.06
6.27,2.48
6.86,5.55
0.45,4.29
1.4,3.06
2.89,4.63
6.85,1.87
6.77,5.87
-0.8,4.49
1.75,2.19
3.14,4.16
7.11,2.94
7.06,5.83
-0.02,5.43
1.86,2.36
4.25,5.19
7.56,1.42
7.39,5.6
0.18,3.76
2.57,1.73
3.43,4.85
5.21,1.61
5.99,5.34
0.06,4.44
2.04,1.43
3.77,5.07
5.88,0.88
7.42,6.18
0.48,4.46
1.77,0.83
3.73,5.09
6.68,1.7
7.62,4.71
-1.14,4.71
2.47,2.24
2.98,5.28
5.71,1.72
7.27,5.13
-0.27,4.17
2.24,1.9
2.43,4.98
6.3,2.11
8.14,5.21
-0.14,4.38
2.88,0.69
2.52,4.59
5.63,1.59
5.94,5.99
0.36,3.64
1.55,2.55
1.64,5.02
5.7,1.41
7.21,5.85
-0.25,3.13
1.76,3.12
2.71,5.63
5.95,1.41
7.24,6.61
-0.59,3.69
2.72,3.21
2.41,5.3
5.7,1.75
5.84,5.28
0.27,3.56
1.1,1.96
2.98,4.05
5.09,1.39
7.95,7.02
0.81,4.06
1.11,1.4
2.43,5.89
5.93,2.1
6.53,4.97
0.59,4.75
1.75,1.74
3.31,5.12
5.9,3.07
7.38,4.15
0.71,4.79
2.0,2.22
2.83,5.45
5.62,1.48
7.19,5.89
-0.27,3.96
1.87,2.32
3.47,4.91
5.3,2.44
7.14,5.5
-0.02,3.59
2.3,1.87
3.27,4.12
5.04,1.71
7.16,5.49
0.71,4.12
2.87,1.59
2.54,5.37
5.69,1.46
6.8,6.01
0.39,3.14
